image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Vishakha_Singh_at_the_success_bash_of_Fukrey_Returns_%2810%29_%28cropped%29.jpg/220px-Vishakha_Singh_at_the_success_bash_of_Fukrey_Returns_%2810%29_%28cropped%29.jpg,,"Vishakha Singh (born 5 May 1986) is an Indian film actress, producer and entrepreneur.
She has appeared in many South Indian language films, before starring in Bollywood projects with director Ashutosh Gowariker's 2010 period piece Khelein Hum Jee Jaan Sey, alongside Abhishek Bachchan and Deepika Padukone. She was nominated for Best Breakthrough Performance of the Year in 2010, for the same role by StarDust Awards.She also works as a part-time venture capitalist in her father's company based out of London and Dubai. Her father's name is Mr. Jitendra Singh. She is a frequent figure on the Red Carpet at the Cannes Film Festival and was part of the producers workshop at the Festival de Cannes in 2014. Vishakha has been invited to be on the jury of one of Rome's biggest film festivals for independent Italian and European filmmakers, Rome Independent Film Festival (RIFF) in May 2015. and was also a guest and judge at the Molise Cinema Film Festival in Italy. She is also one of the committee members of Srishti Madurai.Her production house Lokaa Entertainment is a Mumbai based, content & creativity driven motion pictures production and distribution company founded in 2016. Lokaa Entertainment co-produced the 2016 National award-winning film, Onaatah, directed by Pradip Kurbah.Vishakha Singh is also an entrepreneur. As principal co-founder of Iconic Bot (Vicit Infot Tech Pvt. Ltd.), India's first multi-lingual AI powered celebrity fan management tool, she is spearheading the initiative to make artificial intelligence a part of the promotional mix of the Indian film industry. Vishakha was a winner of the Women Entrepreneur Quest 2017 (WEQ) - an annual contest sponsored by Anitab.org India and the Government of India’s Department of Science and Technology (DST), WEQ highlights and rewards exceptional technology startups founded by women. The Indo-US Science and Technology Forum (IUSSTF) also plays an integral role in supporting and organizing WEQ 2017. Vishakha was also selected for Zone Startups India's empower 2017  initiative which selected 15 tech startups across themes such as IoT, Artificial Intelligence, and Deep Learning for an accelerator programme. In an article titled, ""Here’s a closer look at the 15 female tech entrepreneurs who made it to the 2nd edition of empoWer Zone Startups"", on www.yourstory.com the author mentions empoWer as the first tech accelerator for women entrepreneurs in India. Vishakha is also part of the Facebook SheLeadsTech initiative to promote women entrepreneurs. In 2015, Vishakha launched Thappad.com a social media app aimed at gauging trends in society.",Vishakha Singh
http://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Vidya_Malvade.jpg/220px-Vidya_Malvade.jpg,,Vidya Malvade is an Indian actress.,Vidya Malvade
http://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Vaishnavi_Mahant.jpg/220px-Vaishnavi_Mahant.jpg,,"Vaishnavi Mahant is an Indian film and TV actress who is best known for playing Geeta Vishwas in Mukesh Khanna's television series Shaktimaan, telecasted on Doordarshan. She has acted in various Bollywood films such as Bambai Ka Babu, opposite Saif Ali Khan, Ladlaa and Barsaat Ki Raat (1998). She is also known for playing Shilpa Sharma in Miley Jab Hum Tum, Shail in the Zee TV show Sapne Suhane Ladakpan Ke and Leela Taneja in the television series Tashan-E-Ishq.

",Vaishnavi Mahant
http://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Varsha-Usgaonkar.jpg/220px-Varsha-Usgaonkar.jpg,,"Varsha Usgaonkar (born 28 February 1965)  is an Indian film actress from Goa, who has worked in various Bollywood and Marathi movies as the leading lady. During the 1990s, she was the most popular actress in Marathi cinema.",Varsha Usgaonkar
No Images Found,,Vrushika Mehta (born 18 February 1994) is an Indian actress and professional dancer known for playing Sharon Rai Prakash in Channel V's Dil Dosti Dance and Puchki/Devika Ghosh in Zee TV's Yeh Teri Galiyan.,Vrushika Mehta
http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,,"Varsha Bollamma is an Indian actress in Tamil, Malayalam, and Telugu films. She made her acting debut in the Tamil film Sathuran (2015). Her works include Yaanum Theeyavan (2017), Kalyanam (2018), and Seemathurai (2018).",Varsha Bollamma
No Images Found,,"Archana  Shastry is an Indian film actress, working in Telugu cinema, Tamil cinema and Kannada cinema. She was one of the contestants in the first season of Bigg Boss - Telugu, hosted by N. T. Rama Rao Jr.. Shastry is a trained classical dancer in Kuchipudi dance form and performs in India, USA, UK and Malayasia. In November 2019, she married Jagadeesh Bakthavachalam, a vice president of a leading health-care company.",Archana Shastry
http://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Varalaxmi_Profile_Picture.jpeg/220px-Varalaxmi_Profile_Picture.jpeg,,"Varalaxmi Sarathkumar (born 5 March 1985) is an Indian who has appeared in Tamil, Malayalam and Kannada films. She made her debut with the Tamil film Podaa Podi (2012), portraying a London-based dancer.",Varalaxmi Sarathkumar
http://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Vasundhara_Das_%28cropped%29.jpg/220px-Vasundhara_Das_%28cropped%29.jpg,,"Vasundhara Das is an Indian singer, actress, composer, entrepreneur, speaker, songwriter and environmental activist. Vasundhara's films include Hey Ram (Tamil/Hindi), Monsoon Wedding (English), Citizen (Tamil), Ravana Prabhu (Malayalam), Lankesh Patrike (Kannada) and several others. Vasundhara has worked with composers such as A. R. Rahman, Vishal-Shekhar, Pritam and Shankar-Ehsaan-Loy, to name a few. Vasundhara's current focus is on music composition at her Bangalore based studio called THE ACTIVE. She has also been involved in several independent projects such as Channel V Jammin', BBC's HIV awareness anthem for India 'Har Kadam', Mission Ustaad, Arya, Global Rhythms, Nylon Soundz and most recently, The Shah Hussain Project, a collaborative album with Sufi singer Mir Mukhtiyar Ali. She won the Filmfare Award for Best Female Playback Singer - Tamil for the film Mudhalvan",Vasundhara Das
http://upload.wikimedia.org/wikipedia/commons/d/de/Vanisri.jpg,,"Vanisri, (born Rathna Kumari) is an Indian film actress known for her works predominately in Telugu, Tamil,  Kannada and Hindi films. In a film career spanning 40 years, she has received three Filmfare Awards South, including the Nandi Awards and the Tamil Nadu State Film Award. She gained attention with a supporting role in a film penned by K. Balachander titled Sukha Dukhalu, and Marapurani Kadha (1967). Vanisri has starred in super hits such as Krishnaveni, Prem Nagar, Dussehra Bullodu, Aradhana, Jeevitha Chakram, Rangula Ratnam, Sri Krishna Tulabharam, Bhakta Kannappa, Bobbili Raja, etc.She played dual roles in Iddaru Ammayilu (1972) (Telugu remake of 1969 release Kannada film Kappu Bilupu), Ganga Manga (1973 remake of the Hindi film Seeta Aur Geeta), Jeevana Jyothi (1975), and Chilipi Krishnudu (1978).  She financed and starred in Shyam Benegal's only Telugu film Anugraham (1977), co-starring Smita Patil.
With actor M. G. R Vanisri acted three films, they are: Kannan En Kadhalan (1968), Thalaivan (1970), and Oorukku Uzhaippavan (1976).
She acted with Sivaji Ganesan in a 11 films such as Uyarntha Manithan (1968), Nirai Kudam (1969), Kulama Gunama (1971), Vasantha Maligai (1972), Sivakamiyin Selvan (1974), Vani Rani (Tamil remake of the Hindi film Seeta Aur Geeta) (1974), Rojavin Raja (1976), Ilaya Thalaimurai (1977), Punniya Boomi (1978), Vaazhkai Alaigal (1978) and Nallathoru Kudumbam (1979). In 2013, she received the state Raghupathi Venkaiah Award for her contribution to Telugu cinema.In the late 1970s, Vanisri left films to get married and have a son and a daughter. Vanisri returned to film in the late 1980s acting in mother roles, such as her character in Athaku Yamudu Ammayiki Mogudu (1989). A practicing Shaivite Hindu, Vanisri is very religious. She was also in the 1999 Hindi film Main Tere Pyar Mein Pagal, directed by Telugu director K. Raghavendra Rao.

",Vanisri
No Images Found,,"Vanitha Vijayakumar is an Indian film actress, who has appeared in Tamil, Malayalam, and Telugu language films.",Vanitha Vijayakumar
No Images Found,,"Vadivukkarasi is an Indian film and Tamil television actress. She made her acting debut in the Tamil film Sigappu Rojakkal (1978) and has acted in more than 350 films and 10 television serials in Tamil, Telugu, Kannada and Malayalam. Film director A. P. Nagarajan is her maternal uncle.",Vadivukkarasi
http://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Vandana_Gupte.JPG/220px-Vandana_Gupte.JPG,,Vandana Gupte is a Marathi stage actress who has also performed television and film roles.,Vandana Gupte
No Images Found,,"Vani Viswanath (born 13 May 1971) is an Indian film actress. She joined in Telugu Desam Party in Andhra Pradesh. In 2000, Vani won the Kerala State Film Award for Second Best Actress for her performance in Susanna, directed by T. V. Chandran. She was termed as Mollywood's ""Action Queen"".  In 1986, she made her acticg debut through th e Mannukkul Vairam (1986)",Vani Viswanath
http://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Vaishali_Desai_at_the_IIJW_as_the_Show_Stopper_for_jeweler_Naresh_Kriplani.jpg/220px-Vaishali_Desai_at_the_IIJW_as_the_Show_Stopper_for_jeweler_Naresh_Kriplani.jpg,,"Vaishali Desai is an Indian model and actress. She won the Indian title of Miss International. She debuted in the film Kal Kissne Dekha.

",Vaishali Desai
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/27px-India_film_clapperboard_%28variant%29.svg.png,,"Vanishree or Vanishri is an Indian actress known for her work in Kannada cinema and television. Some of the notable films of Vanishree as an actress include Sparsha (2000), Gaalipata (2008), Nan Hendthi Chennagidale (2000), Chowka (2017).",Vanishree
http://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Vaishali_Kasaravalli.jpg/220px-Vaishali_Kasaravalli.jpg,,"Vaishali Kasaravalli (12 April 1952 – 27 September 2010) was a noted Kannada actress, television serial director and costume designer.",Vaishali Kasaravalli
http://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Vaani_Kapoor_walks_the_ramp_for_Payal_Jain.jpg/220px-Vaani_Kapoor_walks_the_ramp_for_Payal_Jain.jpg,,"Vaani Kapoor (born 23 August 1988) is an Indian actress known for her work in Bollywood films produced by Yash Raj Films. She made her film debut  in the 2013 romantic comedy Shuddh Desi Romance, a critical and commercial success, which earned her Filmfare Award for Best Female Debut. She went on to star in the company's romantic comedies Aaha Kalyanam (2014) and Befikre (2016).",Vaani Kapoor
http://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/UpasanaSingh.jpg/220px-UpasanaSingh.jpg,,"Upasana Singh is an Indian actress and stand-up comedian. Singh is known for her role as a deaf-mute in the 1997 film Judaai. She played the character of ""Bua"" (paternal aunt) in the TV show Comedy Nights with Kapil and Tarawanti in the mad comedy show Nadaniyaan on BIG Magic. She is popular for her onscreen style and Punjabi and funny English dialogue delivery. She has done numerous Bollywood films as well as regional cinema such as Punjabi, Bhojpuri, Rajasthani and Gujarati.",Upasana Singh
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Urvashi_Sharma_snapped_at_Sachiin_Joshis_bash-5_%28cropped%29.jpg/220px-Urvashi_Sharma_snapped_at_Sachiin_Joshis_bash-5_%28cropped%29.jpg,,"Urvashi Sharma  (also known as  Raina Joshi) is an Indian Bollywood actress and model, born in Delhi.",Urvashi Sharma
http://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Usha_Kiran.jpg/222px-Usha_Kiran.jpg,,"Usha Kiran (22 April 1929 – 9 March 2000) was an Indian film actress. In a career spanning over four decades, she acted in over 50 Hindi and Marathi films, notably Daag (1952), Patita (1953), Baadbaan (1954), Chupke Chupke (1975), Mili (1975) and Bawarchi (1972). She was also the Sheriff of Mumbai during 1996 and 1997.",Usha Kiran
http://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Urmilla_Kothare.jpg/220px-Urmilla_Kothare.jpg,,"Urmilla Kanetkar Kothare is an Indian film actress in Marathi cinema, and television. She is known for her roles in the Marathi films Duniyadari, Shubha Mangal Saavadhan , Ti Saddhya Kay Karte and Hindi TV serials Maayka and Mera Sasural and the Marathi serials Asambhav, Uun Paus and Goshta Eka Lagnachi. She is a classical dancer and made her Telugu cinema debut in 2014 with Welcome Obama.",Urmilla Kothare
