image_urls,images,summary,title
http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Yash_Tandon_at_a_WTO_meeting%2C_2014_%28cropped%29.png/220px-Yash_Tandon_at_a_WTO_meeting%2C_2014_%28cropped%29.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Yash_Tandon_at_a_WTO_meeting%2C_2014_%28cropped%29.png/220px-Yash_Tandon_at_a_WTO_meeting%2C_2014_%28cropped%29.png', 'path': 'full/0f965b6b8fc351131a4fb6fe65d7f6e6e03b4c8c.jpg', 'checksum': '2b4a3cfd2a01288dae12e14dda2e4fee'}]","Yashpal Tandon (born 21 June 1939) is a Ugandan policymaker, political activist, professor, author and public intellectual. He has lectured extensively in the areas of International Relations and Political economy. He was deeply involved in the struggle against the dictatorship of Idi Amin in 1970's Uganda and has spent time in exile. He is the author and editor of numerous books and articles and has served on the editorial boards of many journals.",Yash Tandon
http://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vishnu_Vishal_at_Velainu_Vandhutta_Vellaikaaran_Press_Meet.jpg/220px-Vishnu_Vishal_at_Velainu_Vandhutta_Vellaikaaran_Press_Meet.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Vishnu_Vishal_at_Velainu_Vandhutta_Vellaikaaran_Press_Meet.jpg/220px-Vishnu_Vishal_at_Velainu_Vandhutta_Vellaikaaran_Press_Meet.jpg', 'path': 'full/9d466e28bfce77609f5631b17c8843c2c3a99515.jpg', 'checksum': '1611b4febcded5634a32011d3a33ed34'}]","Vishnu Vishal is an Indian actor and producer who appears in Tamil language films. After a brief career in cricket, he started his acting career in the year 2009 playing the lead role in the sports film Vennila Kabadi Kuzhu, winning acclaim for his portrayal. Vishnu won further acclaim for his role in Neerparavai (2012), portraying a fisherman. He rose to fame with the psychological thriller film, Ratsasan (2018).",Vishnu Vishal
http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/29px-India_film_clapperboard_%28variant%29.svg.png,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/29px-India_film_clapperboard_%28variant%29.svg.png', 'path': 'full/0c4adde94a0d1d4a0daab6d884f67be27dd55e6d.jpg', 'checksum': '5075ab68561358e4a4d1edbc09a55e96'}]","Ganesh Simbhu, also known by his stage name VTV Ganesh is an Indian actor, comedian and film producer. He is best known for his hoarse voice, and his appearances in films featuring Silambarasan. He had made his debut in Tamil movie Red (2002) directed by Singampuli.

",VTV Ganesh
http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Vishnu-manchu.jpeg/220px-Vishnu-manchu.jpeg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Vishnu-manchu.jpeg/220px-Vishnu-manchu.jpeg', 'path': 'full/70eae4957dfbe6f059d5c5e4e9ced936a1712397.jpg', 'checksum': '21f0997f7037249f6e63b185b70cbf87'}]","Vishnu Manchu (born 23 November 1982) is an Indian film actor, producer and director known for his works in Telugu cinema and television.He had a brief stint as a child artist with the 1985 film Ragile Gundelu. Years later, he starred in the 2003 Telugu action film Vishnu, for which he won the Filmfare Best Male Debut.
He is the co-owner of the film production house 24 Frames Factory and is an educationalist through Sree Vidyanikethan Educational Trust, founded by his father and veteran Telugu actor Mohan Babu. He is a founder and chairman of New York Academy, a progressive American international school in Hyderabad for which his wife, Viranica Manchu, is the director and his father, actor Mohan Babu, is the chair person. He is also the chairman of Spring Board Academy and Spring Board International Preschools which has more than 75 branches spread across Andhra Pradesh, Telangana, Tamil Nadu and Karnataka.
In 2007, he starred in the comedy film Dhee, which became a super-hit, and Vishnu established his career in Telugu cinema.
Vishnu is one of the sponsors of the Celebrity Cricket League Telugu Warriors.",Vishnu Manchu
http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Neha_Sharma%2C_Vivek_Oberoi_at_the_Promo_launch_of_%27Jayanta_Bhai_Ki_Luv_Story%27_01.jpg/177px-Neha_Sharma%2C_Vivek_Oberoi_at_the_Promo_launch_of_%27Jayanta_Bhai_Ki_Luv_Story%27_01.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Neha_Sharma%2C_Vivek_Oberoi_at_the_Promo_launch_of_%27Jayanta_Bhai_Ki_Luv_Story%27_01.jpg/177px-Neha_Sharma%2C_Vivek_Oberoi_at_the_Promo_launch_of_%27Jayanta_Bhai_Ki_Luv_Story%27_01.jpg', 'path': 'full/1d663dc5f800655ae03dce5564f0b2c580ccec73.jpg', 'checksum': '4eec1517373291dc7ebed1200b9e5335'}]","Vivek Oberoi (born Vivek Anand Oberoi on 3 September 1976) is an Indian film actor. He made his film debut with Ram Gopal Varma's Company (2002) which won him two Filmfare Awards.

",Vivek Oberoi
http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Vishal_at_CCL_4_Launch_%28cropped%29.jpg/220px-Vishal_at_CCL_4_Launch_%28cropped%29.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Vishal_at_CCL_4_Launch_%28cropped%29.jpg/220px-Vishal_at_CCL_4_Launch_%28cropped%29.jpg', 'path': 'full/a0f93b9ed655409e486b47aad7ca8043c7d926ea.jpg', 'checksum': '69541e016f4df27524b74b517a638de4'}]","Vishal Krishna Reddy (born 29 August 1977) is an Indian film actor and producer who works in the Tamil film industry. The younger son of film producer G. K. Reddy, Vishal studied Visual Communications at Loyola College, Chennai. Best known for his roles in action films, he produces films under his production company, Vishal Film Factory. 
He made an entrance into the film industry as an assistant director for Arjun. He then became an actor and played his first lead role in the romantic thriller Chellamae (2004), before going on to star in the commercially successful action films Sandakozhi, Thimiru, Thaamirabharani and Malaikottai. Following a series of unsuccessful films at the box office, Vishal chose to create his own production studio and has since produced and worked on profitable ventures such as Pandiya Naadu (2013), Naan Sigappu Manithan (2014) and Poojai (2014).Vishal was elected as the General Secretary of the Nadigar Sangam in October 2015 after initiating a movement against the previous committee. He was expelled from Tamil Film Producers' Council (TFPC) for remarks against the council. Later in April 2017, he won the election and got elected as President of Tamil Film Producers Council.",Vishal (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Vineeth_Sreenivasan_Aravindante_Athidhikal.jpg/220px-Vineeth_Sreenivasan_Aravindante_Athidhikal.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Vineeth_Sreenivasan_Aravindante_Athidhikal.jpg/220px-Vineeth_Sreenivasan_Aravindante_Athidhikal.jpg', 'path': 'full/30d46071efa18367f63fb94b5f28b8a96c88fa17.jpg', 'checksum': '5eac05204cb408055929a5622a5e2f3c'}]","Vineeth Sreenivasan (born 1 October 1985) is an Indian playback singer, actor, film director, screenwriter, producer, lyricist, creative director and dubbing artist. He works in Malayalam cinema. Vineeth is son of the actor-screenwriter Sreenivasan.
He made his film debut in 2003 singing the song ""Kasavinte Thattamittu"" from Kilichundan Mampazham, and later also worked in music albums. Vineeth made his acting debut in Cycle (2008), and since then he has acted in numerous films. His directorial debut was in 2010 with Malarvaadi Arts Club, also written by him. He scripted and directed the film Thira in 2013, which introduced his younger brother Dhyan Sreenivasan as an actor.
Vineeth's second directorial venture Thattathin Marayathu (2012) became one of the highest-grossing films of 2012. His first script for another director was Oru Vadakkan Selfie (2015), directed by G. Pajith. His most recent directorial was Jacobinte Swargarajyam (2016). Vineeth established the film production house named Habit of Life and produced its debut film Aanandam in 2017. Vineeth is going to work as Creative Director role in Asif Ali's latest Movie Kunjeldho.

",Vineeth Sreenivasan
http://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Vinod_Mehra_%281945_%E2%80%93_1990%29.jpg/220px-Vinod_Mehra_%281945_%E2%80%93_1990%29.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Vinod_Mehra_%281945_%E2%80%93_1990%29.jpg/220px-Vinod_Mehra_%281945_%E2%80%93_1990%29.jpg', 'path': 'full/83910f4cba20e85f5a3bbebb83e706d6b65ea2fc.jpg', 'checksum': 'f1529efcce97f0d2a415ee2833d25c1d'}]",Vinod Mehra (13 February 1945 – 30 October 1990) was an Indian actor in Bollywood films. He started out as a child actor in the late 1950s before starting his film career as an adult in 1971. He acted in over 100 films from the 1970s through to his death at the age of 45 in 1990. He was also the producer and director of the film Gurudev which was released 3 years after his death.,Vinod Mehra
http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Vishnuvardhan_2013_stamp_of_India.jpg/220px-Vishnuvardhan_2013_stamp_of_India.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Vishnuvardhan_2013_stamp_of_India.jpg/220px-Vishnuvardhan_2013_stamp_of_India.jpg', 'path': 'full/ca0b2d3d961cf76a4e7f3aad7d6693ce181951e1.jpg', 'checksum': 'dddc520374efccd288572d40d9e4cf03'}]","Dr.Vishnuvardhan (18 September 1950 – 30 December 2009), born Sampath Kumar, was an Indian film actor predominantly in Kannada cinema. He appeared in over 220 films in Kannada, Hindi, Telugu, Tamil and Malayalam. He was  called 'The Phoenix of Indian Cinema'. He made his debut in the 1972 film, Vamsha Vriksha, in a supporting role. The same year he played the lead role in Puttanna Kanagal's Naagarahaavu, and was recognized as  'The Angry Young Man of Kannada Cinema'. He has played a variety of roles in different genres.In 2008, a poll conducted by CNN-IBN listed Vishnuvardhan as the most popular star in the Kannada Film Industry. A road stretching 14.5 km from Banashankari Temple to Kengeri in Bengaluru has been named after the superstar. It is the longest road in Asia to be named after a celebrity. He was a martial artist, In an interview with The Hindu, he had said that it was the era of Bruce Lee and it was only Kamal Haasan and himself who had learnt martial arts in his generation. He was also the story writer of the 1997 movie Ganesha I Love You directed by Phani Ramachandra.
He was also fondly called as Sahasasimha and Abhinava Bhargava by the people of Karnataka.

",Vishnuvardhan (actor)
http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Vinod_Khanna_at_Esha_Deol%27s_wedding_at_ISCKON_temple_11_%28cropped%29.jpg/220px-Vinod_Khanna_at_Esha_Deol%27s_wedding_at_ISCKON_temple_11_%28cropped%29.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Vinod_Khanna_at_Esha_Deol%27s_wedding_at_ISCKON_temple_11_%28cropped%29.jpg/220px-Vinod_Khanna_at_Esha_Deol%27s_wedding_at_ISCKON_temple_11_%28cropped%29.jpg', 'path': 'full/5d314ce3fd8b668fb268c460eed6369a92d972b9.jpg', 'checksum': 'b43db99dae867805889e20d4041631a7'}]","Vinod Khanna (6 October 1946 – 27 April 2017) was an Indian actor, film producer and politician. He was the recipient of two Filmfare awards. He was also an active politician and was the MP from the Gurdaspur constituency between 1998–2009 and 2014–2017. In July 2002, Khanna became the minister for Culture and Tourism in the Atal Bihari Vajpayee cabinet. Six months later, he became the Minister of State for external affairs.After making his film debut in 1968, Khanna first acted in supporting and antagonistic roles; as an angry young man in the movie Mere Apne, as the main villain in the super-hit movie Mera Gaon Mera Desh, and as the military officer turned fugitive in the critically acclaimed movie Achanak, which was a film based on the events of K. M. Nanavati v. State of Maharashtra. Khanna played lead roles in many films and is best remembered for his performances in Kuchhe Dhaage, Gaddaar,  Imtihaan, Muqaddar Ka Sikandar, Inkaar, Amar Akbar Anthony, Rajput, The Burning Train, Qurbani, Kudrat, Parvarish, Khoon Pasina, Dayavan, Chandni and Jurm.In 1982, at the peak of his film career, Khanna temporarily quit the film industry to follow his spiritual guru Osho Rajneesh. After a 5-year hiatus, he returned to the Hindi film industry with two hit films; Insaaf and Satyamev Jayate.Khanna has been posthumously awarded India’s highest award in cinema, the Dadasaheb Phalke Award in 2018 by the Government of India at 65th National Film Awards.",Vinod Khanna
http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Vivek_at_the_Ezhumin_Press_Meet.jpg/220px-Vivek_at_the_Ezhumin_Press_Meet.jpg,"[{'url': 'http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Vivek_at_the_Ezhumin_Press_Meet.jpg/220px-Vivek_at_the_Ezhumin_Press_Meet.jpg', 'path': 'full/0446e195a3ff13095a19919a0d2ff2ed85124ad5.jpg', 'checksum': '9fc011208ab6f87c9a3298d88c1a641d'}]","Vivekanandan, known by his stage name Vivek, is an Indian film actor, comedian, television personality, playback singer and activist working in the Tamil film industry.
Introduced in films by director K. Balachander, he has won 3 times the Best Comedian – Tamil for his performances in movies such as Run (2002), Saamy (2003), Perazhagan (2004) and 5 times for Tamil Nadu State Film Award for Best Comedian as Unnaruge Naan Irundhal (1999), Run (2002) Parthiban Kanavu (2003), Anniyan (2005) and  Sivaji (2007). He has acted in more than 220 films.
In 2009, Government of India awarded Vivek with the Padma Shri award for his contribution to the arts. Sathyabama University has conferred actor Vivek with an honorary doctorate for his contribution to the society through cinema. As a television personality, Vivek has hosted a number of events and has interviewed media personalities, notably A. P. J. Abdul Kalam.",Vivek (actor)
